effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,piano,piano_EQ_soothing_0.2.wav,soothing,a soothing sound,0.2,0.2719463,0.2746824,0.0027360916
eq,piano,piano_EQ_soothing_0.4.wav,soothing,a soothing sound,0.4,0.2719463,0.27742583,0.0054795146
eq,piano,piano_EQ_soothing_0.6.wav,soothing,a soothing sound,0.6,0.2719463,0.26726714,-0.004679173
eq,piano,piano_EQ_soothing_0.8.wav,soothing,a soothing sound,0.8,0.2719463,0.25882116,-0.013125151
eq,piano,piano_EQ_soothing_1.0.wav,soothing,a soothing sound,1.0,0.2719463,0.2520911,-0.019855201
eq,piano,piano_EQ_tinny_0.2.wav,tinny,a tinny sound,0.2,0.022139804,0.027869692,0.0057298876
eq,piano,piano_EQ_tinny_0.4.wav,tinny,a tinny sound,0.4,0.022139804,0.046556093,0.024416288
eq,piano,piano_EQ_tinny_0.6.wav,tinny,a tinny sound,0.6,0.022139804,0.046629414,0.02448961
eq,piano,piano_EQ_tinny_0.8.wav,tinny,a tinny sound,0.8,0.022139804,0.039730825,0.01759102
eq,piano,piano_EQ_tinny_1.0.wav,tinny,a tinny sound,1.0,0.022139804,0.062171727,0.040031925
eq,piano,piano_EQ_warm_0.2.wav,warm,a warm sound,0.2,0.22139776,0.2256929,0.0042951405
eq,piano,piano_EQ_warm_0.4.wav,warm,a warm sound,0.4,0.22139776,0.22258961,0.0011918545
eq,piano,piano_EQ_warm_0.6.wav,warm,a warm sound,0.6,0.22139776,0.24539131,0.023993552
eq,piano,piano_EQ_warm_0.8.wav,warm,a warm sound,0.8,0.22139776,0.24795675,0.026558995
eq,piano,piano_EQ_warm_1.0.wav,warm,a warm sound,1.0,0.22139776,0.2548032,0.033405453
eq,mixture,mixture_EQ_bright_0.2.wav,bright,a bright sound,0.2,0.007449204,0.04484667,0.037397467
eq,mixture,mixture_EQ_bright_0.4.wav,bright,a bright sound,0.4,0.007449204,0.04180416,0.034354955
eq,mixture,mixture_EQ_bright_0.6.wav,bright,a bright sound,0.6,0.007449204,0.025635283,0.01818608
eq,mixture,mixture_EQ_bright_0.8.wav,bright,a bright sound,0.8,0.007449204,0.00665255,-0.00079665426
eq,mixture,mixture_EQ_bright_1.0.wav,bright,a bright sound,1.0,0.007449204,0.028328918,0.020879714
