effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,piano,piano_EQ_gentle_0.4.wav,gentle,a gentle sound,0.4,-0.0022354499,0.018633343,0.020868793
eq,piano,piano_EQ_gentle_0.6.wav,gentle,a gentle sound,0.6,-0.0022354499,0.0004091123,0.0026445622
eq,piano,piano_EQ_gentle_0.8.wav,gentle,a gentle sound,0.8,-0.0022354499,-0.0025851913,-0.00034974143
eq,piano,piano_EQ_gentle_1.0.wav,gentle,a gentle sound,1.0,-0.0022354499,-0.012543004,-0.010307554
eq,piano,piano_EQ_hard_0.2.wav,hard,a hard sound,0.2,0.011073744,0.06518066,0.054106914
eq,piano,piano_EQ_hard_0.4.wav,hard,a hard sound,0.4,0.011073744,0.0132177835,0.0021440396
eq,piano,piano_EQ_hard_0.6.wav,hard,a hard sound,0.6,0.011073744,0.03915845,0.028084705
eq,piano,piano_EQ_hard_0.8.wav,hard,a hard sound,0.8,0.011073744,0.07997428,0.06890053
eq,piano,piano_EQ_hard_1.0.wav,hard,a hard sound,1.0,0.011073744,0.08100367,0.06992993
eq,piano,piano_EQ_harsh_0.2.wav,harsh,a harsh sound,0.2,-0.1221426,-0.11377276,0.008369841
eq,piano,piano_EQ_harsh_0.4.wav,harsh,a harsh sound,0.4,-0.1221426,-0.108569816,0.013572782
eq,piano,piano_EQ_harsh_0.6.wav,harsh,a harsh sound,0.6,-0.1221426,-0.10753584,0.014606759
eq,piano,piano_EQ_harsh_0.8.wav,harsh,a harsh sound,0.8,-0.1221426,-0.07921604,0.042926557
eq,piano,piano_EQ_harsh_1.0.wav,harsh,a harsh sound,1.0,-0.1221426,-0.06394072,0.05820188
eq,piano,piano_EQ_heavy_0.2.wav,heavy,a heavy sound,0.2,0.011252008,0.019432921,0.008180913
eq,piano,piano_EQ_heavy_0.4.wav,heavy,a heavy sound,0.4,0.011252008,0.010441503,-0.0008105058
eq,piano,piano_EQ_heavy_0.6.wav,heavy,a heavy sound,0.6,0.011252008,0.01823322,0.006981211
eq,piano,piano_EQ_heavy_0.8.wav,heavy,a heavy sound,0.8,0.011252008,0.025238045,0.013986036
eq,piano,piano_EQ_heavy_1.0.wav,heavy,a heavy sound,1.0,0.011252008,0.028281333,0.017029325
eq,piano,piano_EQ_loud_0.2.wav,loud,a loud sound,0.2,-0.09325819,-0.1030394,-0.009781212
eq,piano,piano_EQ_loud_0.4.wav,loud,a loud sound,0.4,-0.09325819,-0.057319596,0.03593859
eq,piano,piano_EQ_loud_0.6.wav,loud,a loud sound,0.6,-0.09325819,-0.06600419,0.027254
eq,piano,piano_EQ_loud_0.8.wav,loud,a loud sound,0.8,-0.09325819,-0.061991215,0.031266972
eq,piano,piano_EQ_loud_1.0.wav,loud,a loud sound,1.0,-0.09325819,-0.054847494,0.038410693
eq,piano,piano_EQ_mellow_0.2.wav,mellow,a mellow sound,0.2,0.10490683,0.0939025,-0.011004329
eq,piano,piano_EQ_mellow_0.4.wav,mellow,a mellow sound,0.4,0.10490683,0.11028536,0.0053785294
eq,piano,piano_EQ_mellow_0.6.wav,mellow,a mellow sound,0.6,0.10490683,0.11084466,0.0059378296
eq,piano,piano_EQ_mellow_0.8.wav,mellow,a mellow sound,0.8,0.10490683,0.13155714,0.02665031
